"Trials, a Kennedy and the economy are among the variables to consider.",0
"The former president is leading by impressive margins in the state, but his campaign wants to make sure his supporters turn out.",1
"The former president says his acquittal by the Senate in his second impeachment trial, for inciting insurrection, bars any prosecution on similar grounds.",0
"Since the death of George Floyd, a national movement promised sweeping justice reform. So far, police prosecutions have resulted in a mixed bag of convictions, acquittals and a mistrial.",1
What could happen to the original version of Mickey Mouse and others after they entered the public domain on Jan. 1? Hint: think Winnie the Pooh wielding a sledgehammer.,1
"This year, we’re going to feel less tired.",0
"As another major quake struck Japan, the country was still reckoning with the nuclear crisis triggered by the 8.9-magnitude earthquake and a tsunami of 13 years ago.",0
"The motorist struck cars and a food truck in Midtown early Monday morning. At least nine people were injured, including Ms. Bernans, an actress and stuntwoman.",0
"Sales by BYD, the country’s dominant automaker, topped 3 million last year, including 1.6 million fully battery-powered cars. It’s a sign of China’s rapid growth in EVs.",1
Analysts say the announcement could signal a shift to the more limited and targeted war against Hamas that the United States has been urging.,0
Examining the linguistic persistence of Swiftian wordplay.,0
This year is a critical moment to make home care accessible to all Americans who need it.,1
"By taking over the federal role in immigration enforcement, Governor Abbott of Texas is welcoming a legal fight with the Biden administration.",1
"Amid an unhinged far-right presidency and a devastating pandemic, it was a lifeline.",0
Feeling other people’s pain is not the best way to help them — or yourself.,0
"Even if he never wins a general election again, he retains his hold. The endurance of that power is incredible.",0
And will voters accept the good news?,1
View the location of the quake’s epicenter and shake area.,0
"My five-star recipe freezes like a dream, too — make a double batch as insurance against those dragging, deep winter days.",1
Readers discuss a guest essay about the war’s toll in Gaza. Also: Western businesses in Russia; abortion pill case; dogs and social media.,0
"Starring a magnetic Aigul Akhmetshina, Carrie Cracknell’s lethargic staging updates Bizet’s opera to present-day America.",0
"He released more than 50 albums but had his greatest commercial success with “Compared to What,” a recording that came together at the last minute in 1969.",1
"Visits to the International Space Station are valuable, and would-be astronauts and their countries can wait a long time for the opportunity. In addition to wealthy adventurers, Axiom Space is making it possible for people to make the trip from countries that have seldom or never had astronauts aboard the orbital outpost. The three on the Ax-3 flight are: Alper Gezeravcı, who will be the first Turkish astronaut; Marcus Wandt, a European Space Agency astronaut from Sweden; and Walter Villadei, an Italian Air Force pilot who previously flew to the edge of space on a Virgin Galactic rocket plane. A launch on Wednesday was postponed to Thursday.",1
"NASA introduced the four astronauts of Artemis II last year. As soon as November, they could travel around the moon and back. They would be the first humans to travel near the moon since 1972, when the Apollo 17 mission concluded. To fly in 2024, NASA will need to resolve issues with a heat shield on the astronauts’ spacecraft, as well as overcome other potential delays. We will provide a more precise launch date for this mission when NASA announces one.",1
"Even as the Northern Hemisphere experiences winter’s chill, our planet on Tuesday, depending on your time zone, will be at perihelion, the closest it gets to the sun during its elliptical orbit. Learn more about planetary orbits and the search for life around the galaxy.",0
"The Quadrantids, which the International Meteor Organization has forecast to be one of the strongest meteor showers this year, are also one of the few caused by debris from an asteroid. Best viewed from the Northern Hemisphere, the shower is one of the toughest to catch.",1
"United Launch Alliance, a joint venture between Boeing and Lockheed Martin, conducted the first flight of Vulcan, its new rocket. The rocket used engines built by Blue Origin, the space company founded by Jeff Bezos of Amazon. It carried Peregrine, a robotic lander built by Astrobotic of Pittsburgh, on a NASA-sponsored mission to Sinus Viscositatis on the moon’s near side. The mission is expected to reach the lunar surface in late February, aiming to be the first privately built moon lander to do so. Look back on the launch here.",1
"The Japanese space agency’s Smart Lander for Investigating Moon launched on a long lunar journey in September. The 420-pound spacecraft will attempt to set down after months in deep space, testing sophisticated lunar landing techniques for future space missions. It would be Japan’s first lunar landing, making it the fifth country to reach the moon. It will be Jan. 20 in Japan when the landing occurs. Follow the landing attempt here.",1
"The epicenter of the quake was in Ishikawa Prefecture, along the west coast of Japan.",0
President Vladimir V. Putin of Russia says his country will continue targeting Ukrainian cities in retaliation for a deadly attack on the city of Belgorod on Saturday.,0
"Speaking at his traditional New Year’s Day message, Francis highlighted the arrests and expulsion of clergy.",0
"The new, simplified version of the college student aid form was supposed to become available in December. It was, kind of, for some people.",0
"The accident occurred on the Cross Island Parkway, along a part known for its dangerous curve, residents said.",0
The 33-year-old librarian from California has become popular on TikTok and Instagram with his upbeat take on libraries.,1
"There were reports of collapsed buildings and people being trapped underneath them. The quake disrupted electricity and phone service, and initially raised fears of a tsunami.",0
"Migrants, sent mostly from Texas, arrived at train stops outside New York City over the weekend to sidestep a new order limiting how they arrive.",0
Plus New Year’s offerings to the sea in Brazil.,0
"The Supreme Court, by the narrowest of margins, rejected a law pushed by Netanyahu allies that limited its authority to review government decisions.",0
"The full decision, which exceeded 250,000 words, marked the first time that Israel’s highest court had struck down a quasi-constitutional Basic Law.",0
"He documented the cruelties of white South African rule, and he was made to pay for it, enduring beatings and 586 consecutive days in solitary confinement.",0
"Her 60-year career in film, television and theater “marked an entire era” and made her one of Mexico’s most acclaimed actresses.",0
Today’s challenge is playful but has serious benefits.,1
"Lee Jae-myung, the Democratic Party head, was attacked by a 66-year-old man in the city of Busan, the police said. Mr. Lee is now recovering from surgery.",0
Jeffrey Martinovic’s crossword cancels itself out.,0
"Firefighters responded to the fire at a two-story home in the northern part of the New York City borough, the authorities said.",0
Shenna Bellows is the latest politician to fall victim to a hoax emergency call meant to provoke an armed police response.,0
"Long-term investment in India by businesses is stagnant, and foreign money is falling, even as the government is driving growth with infrastructure spending.",1
"The power grid can’t keep up with demand for connections, and local planning authorities can block new construction for years. Overcoming these roadblocks has gained essential support.",1
A landmark court ruling in Israel.,1
"No corrections appeared in print on Monday, Jan. 1, 2024.",0
"Quotation of the Day for Tuesday, January 2, 2024.",0
"No corrections appeared in print on Tuesday, Jan. 2, 2024.",0
"Russia said that Ukraine retaliated hours later with missile attacks on Russian territory, part of an escalating cycle of air assaults between the two countries.",0
This word has appeared in 14 articles on NYTimes.com in the past year. Can you use it in a sentence?,1
"In April, people across North America will be able to gaze at a stunning total eclipse. And astronauts may get closer to that promised moon landing.",1
In case you need some puzzle help.,1
Feeling stuck on today’s puzzle? We can help.,1
In case you need some puzzle help.,1
A lawsuit brought by New York’s attorney general against Wayne LaPierre and three other N.R.A. insiders accuses the gun rights group of decades of corruption.,0
Some of the most contentious issues in the country will dominate the agendas of state legislatures returning to work in the coming days and weeks.,0
The authorities continued to look for people buried in the rubble of collapsed and burned buildings in the coastal epicenter of the disaster.,0
Japan Airlines said all 367 passengers and 12 crew members had safely evacuated the jet. But five crew members on a Japanese Coast Guard plane that collided with it were killed.,0
"As the industry continues to embrace computer-generated work, some audiences struggle to accept the change.",1
You don’t need a fancy home gym or a trainer to build an exercise habit. These ideas will get you started.,0
A plan was hatched to make the football player “as famous as the Rock.” It began long before you might guess.,0
"The physical benefits are likely numerous. But there may be psychological ones, too.",1
"True to the promise of its title, “The Storm We Made” kicks up a weather system of epic proportions, ranging from military terror during World War II to domestic warmth.",0
"In “How to Be a Renaissance Woman,” the historian Jill Burke explores the aesthetic expectations of an era — and just how they were achieved. (Recipes included.)",0
"Megaprojects and new development may be helping Detroit’s economy, but residents in low-income neighborhoods say they are being left behind.",1
A dinosaur fossil listed for sale in London for $20 million embodies one of the most heated debates in paleontology.,0
"A nonalcoholic red wine that can stand up to steak, a new source for a Japanese citrus fruit and more food news.",0
"The state is courting high-tech investments, but a new industrial park may lack enough water. Opponents say piping it from miles away might dry out residential wells.",0
"The designer Holly Waddington breaks down how Emma Stone’s Bella Baxter evolves onscreen, from her childish knickers to her cage-like wedding dress.",0
And why your anxiety is not unfounded.,0
"Do you want to improve your health, your relationships or your outlook on life? What about your community and the larger world?",1
The 2024 presidential election presents a definitive test for America.,0
The publishers of the annual “Pocket Chinese Almanac” say they were alarmed looking ahead to 2024.,0
An Israeli woman kidnapped in the Oct. 7 attack on Israel by Hamas recalls a visit to the Gaza Strip in another lifetime.,0
"The phrase “wintry mix” fills me with despair. But even so, the lack of cold and ice in 2023 felt unsettling.",0
Agencies should be required to provide verifiable evidence that the tools they use will not cause harm.,1
Blasting everything with one bright light won’t do. Here’s how to create a multilayered lighting plan like the pros do.,1
How the former president is trying to wrap up the Republican nomination before any court case can stop him.,0
"The prosecution accused him of colluding with U.S. officials to undermine Hong Kong’s interests, citing private messages, meetings and social media posts.",0
Hear the news in five minutes.,0
The changing economy has made federal debt a bigger problem.,0
"Kimberlee Singler was taken into custody on Saturday, days after the authorities in Colorado issued a warrant for her arrest.",0
"From elections and A.I. to antitrust and shadow banking, here are the big themes that could define the worlds of business and policy.",0
What are you looking forward to this year?,0
The leading U.S. electric-vehicle maker also drew buyers eager to take advantage of government incentives that will be harder to get in 2024.,1
Well-crafted imaginary lands can feel like real locations on the page and on the screen. Try this short quiz to see how many places you recognize.,1
The state has one of the country’s highest hourly minimum wages.,0
"An interview with one of the year’s surprise success stories in the music industry, who’s become known as much for emotional openness as for hit songs.",1
Monday’s court ruling joined the war in Gaza in a widening crisis over what kind of state Israel will be.,0
"In “The Other Side,” the art critic Jennifer Higgie explores artists who found self-expression through different media — and mediums.",0
"Like King Charles III of Britain, Prince Frederik, who will soon ascend to his country’s throne, is part of a younger generation of royals who have embraced environmental issues.",1
A landmark pact between Ethiopia and the breakaway region of Somaliland has drawn condemnation from Somalia. Other neighbors also worry about allowing potential naval access to the Red Sea.,0
"Shrimp with snow peas and ginger, squash and chickpea stew with lemongrass, and black bean chili with mushrooms are bright and bold.",1
Rates of requests were highest in states where abortion bans were expected.,0
"Ramen By Ra brings asa ramen to the Bowery Market, Bar Nena opens beneath Jajaja in the West Village and more restaurant news.",0
"Readers discuss actions the U.S. and Ukraine should take. Also: Rape of Israeli women; private equity firms; high housing costs; birds, not birdbrains.",0
"The latest success of “1989 (Taylor’s Version)” gives Swift 68 weeks atop the Billboard 200, surpassing Elvis Presley’s record.",1
Rescuers continued to search for people trapped in the rubble a day after an earthquake struck western Japan.,0
"Table salt, kosher salt, finishing salt: The choice can be confusing, but we offer a little explanation and advice.",0
The authorities said they did not believe the shooting was related to previous threats against the justices who barred Donald J. Trump from the state’s primary ballot.,0
"Shiffrin, the champion American ski racer, is an unabashed Swiftie, and has long seen the pop culture force as a textbook guide for navigating fame, adversity and unprecedented success.",1
"Donald J. Trump is expected to participate in a Fox News town hall on the same day, the network announced Tuesday.",0
"Jennifer Hermoso, who was kissed on the mouth by Spain’s former soccer boss, Luis Rubiales, gave evidence at a hearing to determine whether Mr. Rubiales will be charged.",1
"The director Blitz Bazawule narrates a sequence from the musical, featuring a performance by Taraji P. Henson.",0
The Israeli government would not comment on the death of Saleh al-Arouri. But a U.S. official said to expect Israel to assassinate Hamas officials “for years.”,0
"The director Blitz Bazawule narrates a scene from the musical, featuring the star performing as the dynamo Shug Avery.",0
First responders put out fires after Russia bombarded the Ukrainian capital with missiles and drones.,0
The,0
"Melanie La Barrie, who brought the role of Angélique from the West End to Broadway, flew back on New Year’s Eve with “Hadestown” on the horizon.",0
The “post-cable” news network said “unforeseen internal and external factors” caused the sudden work stoppage.,0
"Claudine Gay faced backlash over the university’s response to antisemitism on campus, which led to increased scrutiny of her academic record.",1
"The Hamas deputy, who the group said had been killed, helped usher in closer ties with the Iran-backed Hezbollah militia and was accused of masterminding attacks in Israel.",0
Gay resigned as Harvard’s president on Tuesday after a new round of plagiarism accusations.,0
"The company, an aggressive entrant to the digital news space, is expected to cut roughly two-dozen employees this week.",0
"Get inspiration in songs from the Zombies, Solange, Jenny Hval and more.",1
"Universities’ purpose must once again be to nurture the best minds, not to engineer social utopias.",1
"Yes, it was about slavery — and slavery was driven by greed.",0
"Off the field, he earned a Ph.D. in mathematics and taught the subject at Rice and Yale. And he brought computers to the House of Representatives.",0
Erik Messerschmidt worked with the directors Michael Mann and David Fincher to create cohesive worlds that feel nothing alike.,1
"Throughout her campaign, Nikki Haley has walked a fine line in talking about her gender.",1
"Modern Love in miniature, featuring reader-submitted stories of no more than 100 words.",1
"She helped save General Eisenhower’s invasion from potential disaster, enabling the Allies to gain a foothold in France that was essential to victory in World War II.",0
"Ms. Stefanik, the No. 4 Republican in the House, has counted the resignations as a political win.",1
Eyal Shani’s Port Sa’id challenges the conventional wisdom that you can’t get good food in a restaurant with a turntable.,1
Plus the great winter festivals of Asia.,1
We’re watching these developments in the year to come.,0
Illegal trinket vendors flooded the pedestrian walkway over the East River during the pandemic. The city has banned the stalls as of this week.,0
"With Israel fighting in Gaza, people on both sides of the judiciary debate appear unwilling to return to the domestic upheaval that preceded the war.",0
Dr. Garber is an economist and physician who told The Harvard Crimson that he regretted the university’s initial statement in response to the Israel-Hamas war.,0
"New York City experiences numerous small earthquakes every year, experts say. Usually, people don’t feel them.",0
"Federal prosecutors said Senator Robert Menendez, a New Jersey Democrat, accepted tens of thousands of dollars in bribes to help Qatar’s government.",1
The move attempts to overturn the decision which made Maine the second state to rule the former president ineligible for the primary ballot.,0
"Federal prosecutors on Tuesday indicted Senator Robert Menendez of New Jersey again, this time accusing him of using his authority to assist the government of Qatar.",0
"Also, a senior Hamas leader was killed in Beirut. Here’s the latest at the end of Tuesday.",0
Her failure to mention slavery in response to a question about the causes of the Civil War has given Chris Christie fresh ammunition as they compete for the anti-Trump vote.,0
"The group, True the Vote, had been accused by the liberal organization Fair Fight of violating the Voting Rights Act by intimidating voters. A judge rejected the claims.",0
See which states have challenges seeking to bar Donald J. Trump from the presidential primary ballot.,1
"Selected paperbacks from the Book Review, including titles by Jenny Odell, Deepti Kapoor, Leila Philip and more. ",0
"Israeli forces stormed the site in November, drawing intense international scrutiny and criticism.",0
"The documents, related to a lawsuit involving Ghislaine Maxwell, an associate of the disgraced financier Jeffrey Epstein, are anticipated to include names previously redacted.",0
Today you’ll tune in to how food makes you feel.,0
"Amid plagiarism allegations and a backlash to campus antisemitism, Claudine Gay became an avatar for broader criticisms of academia.",0
Jared Goudsmit finds a shortcut.,0
The U.S. Court of Appeals for the Fifth Circuit affirmed a ruling that sided with the state on whether emergency rooms are required to perform emergency abortions.,0
"Quotation of the Day for Wednesday, January 3, 2024.",0
Dot learns some harsh truths about her past and present. Danish takes an ill-advised trip to North Dakota.,0
"Corrections that appeared in print on Wednesday, Jan. 3, 2024.",0
The filing was the last step before an appeals court in Washington will hold a hearing on the crucial issue next week.,0
The killing of a Hamas leader.,0
"The munition, which was carried to shore by the rough surf that battered the state last week, was found on New Year’s Eve.",0
"The purge of several commanders from China’s legislature was the latest sign of widening investigations focused on the sensitive arms sector, experts say.",1
"Israel and the surrounding region were on edge Wednesday, a day after the assassination of a top Hamas leader in Lebanon heightened worries that the war in Gaza could spill over into a broader conflict.",0
This word has appeared in three articles on NYTimes.com in the past year. Can you use it in a sentence?,1
"The young doctors’ walkout could result in numerous canceled medical visits and surgical procedures, undoing recent progress in cutting wait times.",0
In case you need some puzzle help.,1
Feeling stuck on today’s puzzle? We can help.,1
In case you need some puzzle help.,1
Small talk at an exercise class led one reporter to explore why fitness professionals are seeking out cadaver workshops.,1
What small things do you do to take care of your body and mind?,1
"As the state’s legislative session gets underway, the politicians who could fix the problem face big hurdles.",0
"Overwhelmed by apps, profiles and not-quite-matches? Here’s how to start the new year fresh.",1
"Utah is a place of paradoxes, full of terrible beauty and complicated history. The writer Terry Tempest Williams recommends books to help you explore the state’s many facets.",1
"ValTown, an account on X and other social media platforms, spotlights gangs and drug kingpins of the 1980s and 1990s — and how crime and celebrity often intersect.",0
"Since the U.S. withdrawal from Afghanistan, Washington has isolated the Taliban, a tactic that backfired the last time the group was in power.",0
"Lifting and sculpting facials, once a secret of the rich or famous, are trickling into the mainstream.",1
"Most travelers following in Darwin’s footsteps go to the Galápagos. But it was here, on a rocky island off the coast of West Africa, that the young naturalist was said to have found his calling.",0
"The new movie has so many references to Hollywood gems like “Stormy Weather” and early jazz shorts, it can be viewed as a Black film syllabus.",1
"Treatment wasn’t helping her anorexia, so doctors allowed her to stop — no matter the consequences. But is a “palliative” approach to mental illness really ethical?",1
Personalities are cool. Personas are cooler.,1
"Even though I am no longer observant, my religious upbringing is still essential to me. I love ancient Jewish texts and Orthodox deep cuts.",1
"The Elfstedentocht, the Dutch skating race through the 11 historic cities of Friesland, hasn’t been held in 26 years. But nobody can admit that it’s gone.",1
A government-approved news program intended to counter Russian disinformation and boost morale is coming under criticism for painting a rosy picture of the war.,0
"It’s a very competitive year for the top Oscar. With precursor awards like the Golden Globes coming soon, here’s what may make the cut.",1
"Fred Gitner, who runs programs for migrants at the Queens Public Library, is one of 10 librarians to receive an American Library Association award.",1
What role does envy play in your life? Can the oft-shamed emotion be beneficial?,1
Hamachi gets a surprising lift from sweet onions in a ponzu sauce.,1
"An island retreat in Charleston County, a midcentury-modern home in Portland and an early 19th-century rowhouse in Philadelphia.",1
"This label founded in 1971 gave Afrocentric and psychedelic jazz a home, and found a breakout hit with Gil Scott-Heron and Brian Jackson. Take a guided tour through its deep catalog.",0
"The 38-year-old entrepreneur has maintained a grueling schedule, but questions about the goals of his candidacy are mounting with less than two weeks before the caucuses.",0
"The Quadrantids are forecast to be one of the year’s strongest showers, but they can be difficult to actually spot.",0
"Young women say they’re more liberal, young men say they’re more conservative. How much does it matter?",0
Iowa and New Hampshire may soon make Donald Trump the unofficial G.O.P. presidential nominee. But could Nikki Haley pull off a surprise?,1
"The president will speak at Valley Forge on the anniversary of the Jan. 6 Capitol riot, and later at a South Carolina church where a white supremacist killed nine people.",0
The visit by the speaker and scores of House Republicans came as the G.O.P. seeks to increase pressure on President Biden and Democrats to agree to severe new border policies.,0
"The border crossing in a remote Arizona community was a passage for thousands of workers, families and businesses in the region who relied on it every day.",0
"In a case that has drawn international attention, a grand jury in Ohio is considering whether to indict a woman who miscarried at home and disposed of the nonviable fetus.",1
"The study, under investigation by its publisher, has fueled a dispute over the age of a partially excavated site and prompted warnings about the dangers of nationalist mythmaking.",0
"The attack on Lee Jae-myung, who narrowly lost the 2022 presidential vote, came amid a deepening political divide and increasingly extreme discourse in South Korea.",0
One of the biggest economic surprises of 2023 was how quickly inflation faded. A dig into the details offers hints at whether it will last into 2024.,1
Three strategies for making your New Year’s resolutions less punishing and more nourishing,0
The achievements of President Biden’s first term seem so far to be providing little help to his re-election campaign.,1
Hear the news in five minutes.,0
The resignation of Harvard’s president shows how the Hamas attacks have scrambled campus politics.,0
"The killing of Saleh al-Arouri deprives Hamas of one of its most skilled tacticians, who helped route money and weapons to its operatives in Gaza and elsewhere in the Middle East and integrated the group more tightly into Iran’s network of forces committed to fighting Israel, according to analysts.",0
"In addition to a well-trained crew and an advanced plane, the safe evacuation of 367 passengers came down to a relative absence of panic.",1
The resignation of Claudine Gay as Harvard’s president reopens the debate over who should run America’s elite universities.,0
"No one claimed responsibility for the bombing at a memorial for Qassim Suleimani, the top commander killed by a U.S. drone strike four years ago.",0
A reader is left wondering how to patch things up with irked neighbors after an understandably preoccupied friend left the reader’s dog alone to bark all night.,1
Warmer weather is dumping more precipitation as rain instead of snow.,0
"Having seen the museum’s controversial renovation through to completion, Ian Wardropper plans to retire in 2025.",0
The Iowa caucuses are less than two weeks away. The candidates challenging Donald J. Trump hope a strong showing will lead to consolidated support.,1
Do you want to have more energy as you go about your day? The answer is probably yes.,1
"New research is trying to remake the case that fossils known as Nanotyrannus were their own species, rather than a teenage Tyrannosaurus rex.",0
"Wayne Brown, who recently retired, started his career in Detroit before returning there to run a transformed Detroit Opera.",0
The fate of Harvard’s president is the latest evidence of a deep crisis in American academia.,0
What is the current state of local journalism?,0
"We asked experts in psychology, nutrition and body image for their top picks.",1
"The young children, who were all in the same family, lived in Somers, Conn. The family next door escaped physically unhurt.",0
The shooting took place around the time of predawn prayers in Newark. The gunman remained at large.,0
Hetty Lui McKinnon’s creamy one-pot mushroom and leek pasta comes with a reader warning: “You can’t stop eating this!”,0
"When Luke Littler isn’t playing Xbox, he’s winning thousands of pounds against the world’s best players. On Wednesday, he played in the world championship final.",1
"Willis Gibson, a competitive Tetris player prodigy from Oklahoma, advanced so far in the original Nintendo version of the game that it froze. “I can’t feel my fingers,” he said afterward.",1
"The killing of Saleh al-Arouri, a key Hamas strategist, in Lebanon sets the organization back at a vulnerable time. The group has rebuilt after the assassination of other leaders, though.",0
New York has lost ground in reading performance. The governor is proposing changes to literacy education to address that.,0
He rose to stardom in an act with Gregory Hines and also performed on and off Broadway.,0
"Automakers sold more cars in 2023 than a year ago as supply chain chaos ended, but sales are now under pressure from higher interest rates.",0
The magazine’s Ethicist columnist on a sensational side gig — and the shame associated with sex work.,0
Sofia Vergara’s narco queenpin miniseries and a crypto documentary highlight this month’s slate.,1
"No longer at the Public, the annual celebration of experimental theater disperses 17 productions across the city. About half are international works that are getting harder to import.",0
"Nobody disputed that the defendant had handed over a note demanding money — please — from a Newark bank. The only remaining question: How dangerous had he been, really?",0
"A Texas Democrat, she broke barriers in nursing and her state’s legislature before serving 15 terms in Congress.",0
New books collecting objects central to rap’s physical history demonstrate the importance of celebrating these relics before they vanish.,1
Tissue samples from a polar bear that was found dead have tested positive for the virus.,0
A major winter storm could deliver some major cities in the Northeast their first large snow in almost two years — or it could bring just a rainy mess.,0
"General Suleimani, the powerful commander heading Iran’s Quds Force, was considered a hero by some in the country. The anniversary of his death has attracted horrific violence.",0
"Anton Deibe, 17, and his family were flying into Tokyo when their plane collided with a Coast Guard aircraft.",0
"We’ve rounded up of the titles most worth checking out in the coming month, including an adaptation of “The Expatriates” and the return of “True Detective.”",1
The exchange of prisoners was the first in months and came as both sides were engaged in an escalating cycle of air assaults.,0
"The Minnesota woman said the dental work, performed in one day in July 2020, caused her “pain and suffering, embarrassment, emotional distress and disfigurement.”",0
"The Atlanta rapper and his wife, who have denied the allegations, are accused of drugging and assaulting a military veteran around 2005 in a lawsuit filed in Los Angeles on Tuesday.",0
We want to know what caused the breakup in the first place and why you decided to get back together again.,1
"ValueAct Capital, known for working constructively with boards, said it would support the media giant’s director nominees amid a challenge by Nelson Peltz.",1
Readers weigh in on Claudine Gay’s resignation as Harvard’s president. Also: Migrants in New York City; how to respond when attacked by Donald Trump.,0
"Two bombs exploded along the road near the burial site of Qassim Suleimani, Iran’s former top general, during a commemoration on the fourth anniversary of his assassination by the United States.",0
"Cartels are preying on asylum seekers and migrants from around the world as they crowd northern Mexico, creating a kidnap-for-ransom revenue stream.",1
"Central bankers wanted to signal that interest rates were likely at or near their peak while keeping their options open, December minutes showed.",1
"For over 40 years, he and his organization, the Health Research Group, held government and manufacturers to account for unsafe medication.",0
"How the left, not just the right, helped bring Gay down.",0
"Rodgers, the Jets quarterback, suggested during an appearance on “The Pat McAfee Show” that Kimmel had a connection to Jeffrey Epstein, leading Kimmel to threaten legal action.",0
The National Labor Relations Board said the rocket company had wrongly dismissed eight people for a letter raising concerns about the chief executive.,0
"An effort to overhaul how children learn to read, known as the science of reading movement, is sweeping the country. Here’s where it stands.",0
It’s a question the Florida governor seems to be growing tired of hearing.,0
"We pay more for most things when demand is higher, and there are great reasons to do the same for roads.",1
"I’m a New York Times correspondent based in Ottawa. Here are five things I’ve been watching, reading and listening to.",0
"This grain bowl, finished in with a sweet chile sauce, is perfect for the vegetarian curious or anyone wanting lighter fare.",1
"It is the first state to give Robert F. Kennedy Jr., a noted vaccine skeptic who is running for president as an independent, a spot on its 2024 ballot.",0
The Israeli military says the tearing down was done in November and that hospital wasn’t damaged in the process.,0
Vaccines are available and could be widely distributed if governments paid for them.,0
"The country’s Supreme Court ruled to postpone the adoption of a new law making it harder to designate a sitting prime minister unfit for office, a direct blow to Prime Minister Benjamin Netanyahu.",1
"Col. Earl Matthews, the top lawyer for the D.C. National Guard during the assault on the Capitol, said in a whistle-blower complaint that he was punished for contradicting the testimony of two top generals.",0
"In the final days of 2023, social media was overrun with tongue-in-cheek predictions for the year ahead from regular people moonlighting as professional prognosticators.",0
"Plus, China shakes up its military.",0
"The tiny Gulf state has cultivated relationships with powerful people and institutions to raise its global profile, and to protect its interests.",1
The move is the printer maker’s latest as it tries to shift more toward its business services offerings.,0
"“Yesterday’s crime will not go unpunished,” Hassan Nasrallah warned ominously, but he gave no specifics, saying he would speak again on Friday.",0
"Hospitalizations have ticked upward, and there are at least 1,200 Covid-related deaths each week. Americans should mask more often, and vaccination rates remain too low, experts say.",0
The demagogues won’t stop with Harvard.,0
The petition came in response to a Colorado Supreme Court ruling that the former president had engaged in insurrection and was ineligible to hold office under the 14th Amendment.,1
Lawyers for former President Donald J. Trump said rulings in Colorado and Maine deeming him ineligible for the ballot required the U.S. Supreme Court to act.,1
"While Iowa’s caucuses and New Hampshire’s primary could start to propel the former president to the G.O.P. nomination, he is facing two trials this month.",0
"Also, Donald Trump asked the Supreme Court to rule on his eligibility. Here’s the latest at the end of Wednesday.",1
Hackers targeted software that many museums use to show their collections online and to manage sensitive information.,0
The killing of a top Hamas leader in Lebanon and mysterious twin explosions in Iran heighten fears of a regional war that could draw in the United States.,0
"More than 200 people were also injured after two roadside bombs exploded during a memorial for Qassim Suleimani, Iran’s former top general who was killed by a U.S. drone strike four years ago.",0
"The American Family Association, which he founded, became a juggernaut in the Christian right’s campaign against sex and gay themes in art, television and pop culture.",0
"Senator Robert Menendez, a New Jersey Democrat, was charged with accepting bribes, including cash, gold bars and a Mercedes-Benz, in exchange for political favors.",1
"As Black women have raised their profiles, they’ve also raised some right-wing hackles.",0
"The court documents include unredacted names of the disgraced financier and sex-offender’s associates, most of which had been widely publicized already.",0
The National Republican Senatorial Committee argued in an amicus brief that the Colorado Supreme Court overstepped in disqualifying former President Donald J. Trump from the primary ballot.,1
